"DR_NO","Date Rptd","DATE OCC","TIME OCC","AREA","AREA NAME","Rpt Dist No","Part 1-2","Crm Cd","Crm Cd Desc","Mocodes","Vict Age","Vict Sex","Vict Descent","Premis Cd","Premis Desc","Weapon Used Cd","Weapon Desc","Status","Status Desc","Crm Cd 1","Crm Cd 2","Crm Cd 3","Crm Cd 4","LOCATION","Cross Street","LAT","LON"
"230506333","03/03/2023 12:00:00 AM","02/28/2023 12:00:00 AM","1724","05","Harbor","0585","2","354","THEFT OF IDENTITY","","49","F","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","","","IC","Invest Cont","354","","","","500 W  23RD                         ST","","33.7233","-118.288"
"231004897","01/24/2023 12:00:00 AM","01/24/2023 12:00:00 AM","0502","10","West Valley","1063","1","310","BURGLARY","0358 0344 1402 1822 1607","0","M","O","244","TOBACCO SHOP","","","IC","Invest Cont","310","","","","19000    VENTURA                      BL","","34.1725","-118.5475"
"231605505","02/15/2023 12:00:00 AM","02/15/2023 12:00:00 AM","1600","16","Foothill","1679","1","341","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","1822 0344","0","X","X","101","STREET","","","IC","Invest Cont","341","","","","LA TUNA EDIS","LA TUNA CANYON","34.2291","-118.2978"
"231506329","02/25/2023 12:00:00 AM","02/25/2023 12:00:00 AM","0115","15","N Hollywood","1513","1","230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0334 1822","27","M","W","101","STREET","109","SEMI-AUTOMATIC PISTOL","IC","Invest Cont","230","","","","6700    BABCOCK                      AV","","34.1921","-118.4064"
"232005110","01/30/2023 12:00:00 AM","01/30/2023 12:00:00 AM","1420","20","Olympic","2024","1","236","INTIMATE PARTNER - AGGRAVATED ASSAULT","0334 2038 0419 0421 0444 0446 0432 0913 1814 2000","31","F","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","201","KNIFE WITH BLADE OVER 6 INCHES IN LENGTH","IC","Invest Cont","236","","","","500 S  HARVARD                      BL","","34.0654","-118.3041"
"232106166","02/28/2023 12:00:00 AM","02/28/2023 12:00:00 AM","0835","21","Topanga","2146","1","230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0447 1822 2004 1259","17","M","H","116","OTHER/OUTSIDE","306","ROCK/THROWN OBJECT","IC","Invest Cont","230","","","","CANOGA","BASSETT","34.1956","-118.5975"
"230304367","01/08/2023 12:00:00 AM","01/08/2023 12:00:00 AM","1615","03","Southwest","0391","2","740","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","2000 1814 0329 1307 0913","37","M","B","121","YARD (RESIDENTIAL/BUSINESS)","","","IC","Invest Cont","740","","","","4300 W  DON TOMASO                   DR","","34.0049","-118.3491"
"231306516","02/18/2023 12:00:00 AM","02/17/2023 12:00:00 AM","1245","13","Newton","1352","2","626","INTIMATE PARTNER - SIMPLE ASSAULT","0416 2000 0913 1813","45","F","H","501","SINGLE FAMILY DWELLING","500","UNKNOWN WEAPON/OTHER WEAPON","AA","Adult Arrest","626","","","","400 E  42ND                         PL","","34.0066","-118.2686"
"230506189","02/27/2023 12:00:00 AM","02/23/2023 12:00:00 AM","1200","05","Harbor","0506","1","330","BURGLARY FROM VEHICLE","0386 0352 1300 0344","22","F","B","109","PARK/PLAYGROUND","","","IC","Invest Cont","330","","","","1600 W  CARSON                       ST","","33.8315","-118.3065"
"232006107","02/20/2023 12:00:00 AM","02/20/2023 12:00:00 AM","0114","20","Olympic","2055","2","626","INTIMATE PARTNER - SIMPLE ASSAULT","2000 2002 1206 1821 1241 0913 0444 0429","49","F","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","626","","","","900    FEDORA                       ST","","34.0536","-118.2979"
"230900538","01/11/2023 12:00:00 AM","01/11/2023 12:00:00 AM","0340","09","Van Nuys","0971","1","341","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","0385 1300 0344 1402","32","M","W","101","STREET","","","IC","Invest Cont","341","998","","","4700    NORWICH                      AV","","34.1557","-118.4607"
"230704774","01/18/2023 12:00:00 AM","01/18/2023 12:00:00 AM","1910","07","Wilshire","0724","1","230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0416 1822","23","M","W","101","STREET","302","BLUNT INSTRUMENT","IC","Invest Cont","230","","","","THE GROVE                    DR","3RD                          ST","34.0708","-118.3563"
"230704684","01/16/2023 12:00:00 AM","01/16/2023 12:00:00 AM","1500","07","Wilshire","0724","1","442","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","0325","0","X","X","415","THE GROVE","","","IC","Invest Cont","442","","","","100    THE GROVE                    DR","","34.0736","-118.3563"
"231105953","02/21/2023 12:00:00 AM","02/20/2023 12:00:00 AM","1620","11","Northeast","1136","2","626","INTIMATE PARTNER - SIMPLE ASSAULT","1814 1202 2000 0913 2033 1813 0416 0400 2021","60","M","H","501","SINGLE FAMILY DWELLING","","","IC","Invest Cont","626","","","","4300    EAGLE ROCK                   BL","","34.1227","-118.2232"
"230606483","03/01/2023 12:00:00 AM","02/24/2023 12:00:00 AM","2100","06","Hollywood","0643","1","510","VEHICLE - STOLEN","","0","","","101","STREET","","","IC","Invest Cont","510","","","","FRANKLIN                     AV","LA BREA                      AV","34.1034","-118.349"
"231104992","01/26/2023 12:00:00 AM","01/26/2023 12:00:00 AM","1730","11","Northeast","1189","2","652","DOCUMENT WORTHLESS ($200 & UNDER)","1402 1501","0","X","X","301","GAS STATION","","","IC","Invest Cont","652","998","","","2200 N  FIGUEROA                     ST","","34.0827","-118.2239"
"231005370","02/05/2023 12:00:00 AM","02/04/2023 12:00:00 AM","2000","10","West Valley","1061","1","330","BURGLARY FROM VEHICLE","1300 1822 0344 0321","28","F","H","101","STREET","","","IC","Invest Cont","330","","","","19500    VENTURA                      BL","","34.1728","-118.5578"
"230404724","01/22/2023 12:00:00 AM","01/22/2023 12:00:00 AM","1540","04","Hollenbeck","0471","1","440","THEFT PLAIN - PETTY ($950 & UNDER)","0344","22","F","H","101","STREET","","","IC","Invest Cont","440","","","","2300 E  7TH                          ST","","34.0345","-118.2232"
"230905658","02/11/2023 12:00:00 AM","02/10/2023 12:00:00 AM","0817","09","Van Nuys","0941","1","442","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","0325 1822","0","X","X","406","OTHER STORE","","","IC","Invest Cont","442","","","","5700 N  SEPULVEDA                    BL","","34.174","-118.4661"
"230106132","02/02/2023 12:00:00 AM","02/02/2023 12:00:00 AM","1000","01","Central","0162","2","625","OTHER ASSAULT","2048 1822 0910 0356","30","F","H","903","MTA - RED LINE - 7TH AND METRO CENTER","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","625","","","","700 S  HOPE                         ST","","34.048","-118.2577"
"231805620","02/01/2023 12:00:00 AM","02/01/2023 12:00:00 AM","0009","18","Southeast","1863","2","354","THEFT OF IDENTITY","1822 0922","27","M","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","","","IC","Invest Cont","354","","","","300 E  115TH                        ST","","33.9301","-118.2696"
"230405141","02/04/2023 12:00:00 AM","02/02/2023 12:00:00 AM","0700","04","Hollenbeck","0409","1","510","VEHICLE - STOLEN","","0","","","101","STREET","","","IC","Invest Cont","510","","","","HUNTINGTON","MAYCREST","34.0934","-118.1611"
"230504674","01/17/2023 12:00:00 AM","01/17/2023 12:00:00 AM","1610","05","Harbor","0524","2","626","INTIMATE PARTNER - SIMPLE ASSAULT","0419 0429 0432 0444 0913 1243 1813 2000","23","F","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other","626","","","","400    KING                         AV","","33.7737","-118.2749"
"232005327","02/03/2023 12:00:00 AM","02/02/2023 12:00:00 AM","1500","20","Olympic","2081","1","210","ROBBERY","0302 0334 0344 0416 0445 1100 0913","47","M","B","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","102","HAND GUN","IC","Invest Cont","210","","","","1800 S  WILTON                       PL","","34.0408","-118.3144"
"230905878","02/20/2023 12:00:00 AM","02/18/2023 12:00:00 AM","1605","09","Van Nuys","0941","2","624","BATTERY - SIMPLE ASSAULT","0910 0417","40","M","B","801","MTA BUS","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","624","","","","BUSWAY","FULTON                       AV","34.1766","-118.4589"
"231706348","02/21/2023 12:00:00 AM","02/20/2023 12:00:00 AM","1350","17","Devonshire","1772","1","440","THEFT PLAIN - PETTY ($950 & UNDER)","0344 0352 0394","34","M","K","145","MAIL BOX","","","IC","Invest Cont","440","","","","9200    WINNETKA                     AV","","34.2375","-118.5711"
"230906336","03/01/2023 12:00:00 AM","03/01/2023 12:00:00 AM","1900","09","Van Nuys","0905","1","761","BRANDISH WEAPON","0913 0334 0443 1310 1300","40","F","W","108","PARKING LOT","106","UNKNOWN FIREARM","IC","Invest Cont","761","930","","","7500    VAN NUYS                     BL","","34.2069","-118.4488"
"231205941","02/02/2023 12:00:00 AM","02/02/2023 12:00:00 AM","1341","12","77th Street","1248","2","860","BATTERY WITH SEXUAL CONTACT","1822 0400 0448","27","F","H","515","APARTMENT/CONDO COMMON LAUNDRY ROOM","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","860","","","","800 W  70TH                         ST","","33.9764","-118.2871"
"231207851","03/04/2023 12:00:00 AM","03/04/2023 12:00:00 AM","1720","12","77th Street","1232","1","442","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","0344 0325 1822 1309","0","X","X","405","CLOTHING STORE","","","IC","Invest Cont","442","","","","3200 W  SLAUSON                      AV","","33.989","-118.3282"
"231705766","01/24/2023 12:00:00 AM","01/22/2023 12:00:00 AM","1737","17","Devonshire","1764","1","442","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","0325","0","X","X","727","SHOPPING MALL (COMMON AREA)","","","IC","Invest Cont","442","","","","9300    TAMPA                        AV","","34.244","-118.5583"
"231704472","01/12/2023 12:00:00 AM","01/11/2023 12:00:00 AM","1530","17","Devonshire","1794","2","624","BATTERY - SIMPLE ASSAULT","0913 0400 0416 2024 1251 1815 1817","13","M","H","720","JUNIOR HIGH SCHOOL","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","624","","","","8500    RESEDA                       BL","","34.2246","-118.5361"
"231905681","02/08/2023 12:00:00 AM","02/07/2023 12:00:00 AM","1610","19","Mission","1991","1","121","RAPE, FORCIBLE","0913 0552 1258 0500 0305 0509 0519 0522 1402","99","F","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest","121","812","998","","8100 N  SEPULVEDA                    BL","","34.2184","-118.4698"
"231506355","02/26/2023 12:00:00 AM","02/26/2023 12:00:00 AM","1000","15","N Hollywood","1514","1","510","VEHICLE - STOLEN","","0","","","101","STREET","","","IC","Invest Cont","510","","","","12000    VANOWEN                      ST","","34.194","-118.3943"
"232005302","02/02/2023 12:00:00 AM","02/01/2023 12:00:00 AM","1600","20","Olympic","2071","2","354","THEFT OF IDENTITY","1822","26","F","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","","","IC","Invest Cont","354","","","","3000 W  15TH                         ST","","34.0453","-118.309"
"231206539","02/10/2023 12:00:00 AM","01/31/2023 12:00:00 AM","0300","12","77th Street","1215","2","662","BUNCO, GRAND THEFT","0344","28","M","H","501","SINGLE FAMILY DWELLING","","","IC","Invest Cont","662","","","","1000 W  54TH                         ST","","33.9932","-118.2915"
"230806463","02/25/2023 12:00:00 AM","02/14/2023 12:00:00 AM","1700","08","West LA","0898","1","520","VEHICLE - ATTEMPT STOLEN","1612","87","M","H","101","STREET","","","IC","Invest Cont","520","","","","3100 S  DURANGO                      AV","","34.0328","-118.3928"
"230906484","03/06/2023 12:00:00 AM","03/06/2023 12:00:00 AM","0610","09","Van Nuys","0932","1","230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0602 0373 0431","19","M","H","501","SINGLE FAMILY DWELLING","503","CAUSTIC CHEMICAL/POISON","IC","Invest Cont","230","","","","14800    VICTORY                      BL","","34.1867","-118.4553"
"230605851","02/13/2023 12:00:00 AM","02/13/2023 12:00:00 AM","0225","06","Hollywood","0644","2","753","DISCHARGE FIREARMS/SHOTS FIRED","1402 1407 1100","0","X","X","101","STREET","500","UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont","753","998","","","SUNSET","LA BREA                      AV","34.098","-118.3441"
"230905337","02/05/2023 12:00:00 AM","02/02/2023 12:00:00 AM","1330","09","Van Nuys","0932","1","331","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","0344 1822","77","F","W","108","PARKING LOT","","","IC","Invest Cont","331","","","","6100 N  SEPULVEDA                    BL","","34.1807","-118.4662"
"230506309","03/03/2023 12:00:00 AM","02/17/2023 12:00:00 AM","1000","05","Harbor","0541","1","522","VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)","","0","","","108","PARKING LOT","","","IC","Invest Cont","522","","","","1400    BRETT                        PL","","33.7553","-118.3056"
"232004470","01/11/2023 12:00:00 AM","01/02/2023 12:00:00 AM","2045","20","Olympic","2088","2","626","INTIMATE PARTNER - SIMPLE ASSAULT","2000 1243 1813 0416 0447 0913","36","M","O","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","212","BOTTLE","IC","Invest Cont","626","","","","1700 S  VERMONT                      AV","","34.0427","-118.2916"
"231604061","01/03/2023 12:00:00 AM","01/03/2023 12:00:00 AM","1600","16","Foothill","1656","2","930","CRIMINAL THREATS - NO WEAPON DISPLAYED","1912 0913 0443","41","M","O","255","AUTO DEALERSHIP (CHEVY, FORD, BMW, MERCEDES, ETC.)","511","VERBAL THREAT","IC","Invest Cont","930","","","","8200    FOOTHILL                     BL","","34.2597","-118.3114"
"230306550","02/18/2023 12:00:00 AM","02/17/2023 12:00:00 AM","1800","03","Southwest","0376","1","520","VEHICLE - ATTEMPT STOLEN","0329 1307 1612 1822","22","M","B","501","SINGLE FAMILY DWELLING","","","IC","Invest Cont","520","","","","1400    EXPOSITION                   BL","","34.0182","-118.3033"
"230105789","01/27/2023 12:00:00 AM","01/26/2023 12:00:00 AM","1300","01","Central","0138","1","331","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","0344 0385 1300 1606 1822","0","X","X","101","STREET","","","IC","Invest Cont","331","","","","500 E  3RD                          ST","","34.0463","-118.2402"
"231204712","01/11/2023 12:00:00 AM","01/11/2023 12:00:00 AM","1130","12","77th Street","1235","1","310","BURGLARY","0344 0346 1822 0321 0352","40","F","H","501","SINGLE FAMILY DWELLING","","","IC","Invest Cont","310","","","","1400 W  59TH                         PL","","33.9867","-118.3002"
"230305587","02/01/2023 12:00:00 AM","02/01/2023 12:00:00 AM","1218","03","Southwest","0336","2","354","THEFT OF IDENTITY","0100 0922 1822","55","F","O","501","SINGLE FAMILY DWELLING","","","IC","Invest Cont","354","","","","2100 W  31ST                         ST","","34.0265","-118.312"
"230206348","02/19/2023 12:00:00 AM","02/19/2023 12:00:00 AM","0407","02","Rampart","0246","1","230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0342 1822 0445 0444 0417 0910","42","F","B","904","MTA - RED LINE - WESTLAKE/MACARTHUR PARK","301","BELT FLAILING INSTRUMENT/CHAIN","IC","Invest Cont","230","","","","600 S  ALVARADO                     ST","","34.0595","-118.2749"
"232004281","01/08/2023 12:00:00 AM","01/08/2023 12:00:00 AM","2000","20","Olympic","2025","1","236","INTIMATE PARTNER - AGGRAVATED ASSAULT","0913 2000 0446 0416","22","M","B","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other","236","","","","400 S  MARIPOSA                     AV","","34.0672","-118.2992"
"230307007","02/27/2023 12:00:00 AM","02/27/2023 12:00:00 AM","1425","03","Southwest","0305","1","210","ROBBERY","0344 0390 0411 1822 0448 0377 0305 0334","34","F","H","101","STREET","223","UNKNOWN TYPE CUTTING INSTRUMENT","IC","Invest Cont","210","","","","2500    LUCERNE                      AV","","34.0334","-118.3439"
"231906601","03/02/2023 12:00:00 AM","01/16/2023 12:00:00 AM","1325","19","Mission","1905","2","354","THEFT OF IDENTITY","0930 0935","32","F","H","501","SINGLE FAMILY DWELLING","","","IC","Invest Cont","354","","","","14000    FOOTHILL                     BL","","34.3155","-118.4343"
"232004414","01/13/2023 12:00:00 AM","01/07/2023 12:00:00 AM","1000","20","Olympic","2027","1","310","BURGLARY","1202 0344 0358 1609 0321 1822","74","F","A","501","SINGLE FAMILY DWELLING","","","IC","Invest Cont","310","","","","600 S  NORMANDIE                    AV","","34.0636","-118.3004"
"230204305","01/08/2023 12:00:00 AM","01/08/2023 12:00:00 AM","1240","02","Rampart","0245","1","210","ROBBERY","1822 0344 0355 0400 0342","60","M","W","101","STREET","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","210","","","","6TH                          ST","ALVARADO                     ST","34.0598","-118.2755"
"231205125","01/21/2023 12:00:00 AM","01/20/2023 12:00:00 AM","2225","12","77th Street","1218","2","740","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","1822 0329 1402 1407","30","F","H","501","SINGLE FAMILY DWELLING","","","IC","Invest Cont","740","","","","5200 S  FIGUEROA                     ST","","33.9923","-118.287"
"232006181","02/22/2023 12:00:00 AM","02/08/2023 12:00:00 AM","1900","20","Olympic","2045","1","440","THEFT PLAIN - PETTY ($950 & UNDER)","0342 0344 0913 1817 1820 2034","41","M","B","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","","","IC","Invest Cont","440","","","","800    FEDORA                       ST","","34.0571","-118.2976"
"231005969","02/19/2023 12:00:00 AM","01/21/2023 12:00:00 AM","1700","10","West Valley","1012","1","761","BRANDISH WEAPON","0334 1822","31","M","O","108","PARKING LOT","200","KNIFE WITH BLADE 6INCHES OR LESS","IC","Invest Cont","761","","","","18700    SHERMAN                      WY","","34.2012","-118.5384"
"231505593","02/08/2023 12:00:00 AM","02/06/2023 12:00:00 AM","1200","15","N Hollywood","1563","2","903","CONTEMPT OF COURT","2038","47","F","W","501","SINGLE FAMILY DWELLING","","","IC","Invest Cont","903","","","","4500    COLFAX                       AV","","34.1522","-118.3877"
"231105195","01/31/2023 12:00:00 AM","01/31/2023 12:00:00 AM","0430","11","Northeast","1138","1","331","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","0344 0385","44","F","W","101","STREET","","","IC","Invest Cont","331","","","","300    STOWE                        TR","","34.1145","-118.1891"
